customerID,Contract,tenure,MonthlyCharges,InternetService,churn_probability,risk_tier
2446-BEGGB,Month-to-month,6,98.25,Fiber optic,0.8959320104193838,High
6861-XWTWQ,Month-to-month,7,99.25,Fiber optic,0.8957992027792497,High
2545-EBUPK,Month-to-month,2,84.05,Fiber optic,0.8957889987000751,High
6457-USBER,Month-to-month,1,80.8,Fiber optic,0.8955747566016705,High
6023-YEBUP,Month-to-month,3,100.95,Fiber optic,0.8953352004848375,High
7254-IQWOZ,Month-to-month,1,69.65,Fiber optic,0.895269985781422,High
1846-XWOQN,Month-to-month,1,70.15,Fiber optic,0.895040768884359,High
7665-TOALD,Month-to-month,1,69.6,Fiber optic,0.895004852113171,High
6502-MJQAE,Month-to-month,1,69.6,Fiber optic,0.8949706268491978,High
8051-HJRLT,Month-to-month,1,70.55,Fiber optic,0.8944198738488357,High
9605-WGJVW,Month-to-month,1,70.2,Fiber optic,0.8944068512241378,High
9488-HGMJH,Month-to-month,1,71.15,Fiber optic,0.8943837507770513,High
3878-AVSOQ,Month-to-month,1,71.25,Fiber optic,0.8943837507770513,High
4822-RVYBB,Month-to-month,8,100.6,Fiber optic,0.8943024387244666,High
8372-JUXUI,Month-to-month,1,74.35,Fiber optic,0.8939371308763936,High
4510-HIMLV,Month-to-month,1,69.8,Fiber optic,0.8937178444206029,High
4603-JANFB,Month-to-month,1,69.85,Fiber optic,0.8937178444206029,High
9804-ICWBG,Month-to-month,1,69.9,Fiber optic,0.8934792127157283,High
5542-TBBWB,Month-to-month,1,69.9,Fiber optic,0.8934792127157283,High
5875-YPQFJ,Month-to-month,1,69.9,Fiber optic,0.8934792127157283,High
9603-OAIHC,Month-to-month,1,70.05,Fiber optic,0.8933284939486985,High
5277-ZLOOR,Month-to-month,2,85.55,Fiber optic,0.8932440310512975,High
0488-GSLFR,Month-to-month,1,69.5,Fiber optic,0.8930599641256833,High
1820-TQVEV,Month-to-month,1,69.55,Fiber optic,0.8930257388617099,High
3049-SOLAY,Month-to-month,3,95.2,Fiber optic,0.8928355620928208,High
4695-WJZUE,Month-to-month,2,88.55,Fiber optic,0.8925237949312697,High
7594-RQHXR,Month-to-month,1,79.6,Fiber optic,0.892217099754022,High
8644-XLFBW,Month-to-month,1,71.65,Fiber optic,0.8922016926206893,High
8884-ADFVN,Month-to-month,7,101.95,Fiber optic,0.8920865399832885,High
5597-GLBUC,Month-to-month,1,85.45,Fiber optic,0.8919886902085797,High
6230-BSUXY,Month-to-month,1,85.0,Fiber optic,0.8919587125027966,High
6457-GIRWB,Month-to-month,1,69.35,Fiber optic,0.8915082729364702,High
3428-XZMAZ,Month-to-month,1,69.35,Fiber optic,0.8915082729364702,High
4626-GYCZP,Month-to-month,7,93.85,Fiber optic,0.891383142638691,High
9305-CDSKC,Month-to-month,8,99.65,Fiber optic,0.8909306331453837,High
7660-HDPJV,Month-to-month,1,69.2,Fiber optic,0.8909037580749906,High
9728-FTTVZ,Month-to-month,1,69.2,Fiber optic,0.8909037580749906,High
8161-QYMTT,Month-to-month,7,94.1,Fiber optic,0.8907858956711833,High
2506-TNFCO,Month-to-month,1,69.55,Fiber optic,0.8906981177362955,High
9124-LHCJQ,Month-to-month,1,85.45,Fiber optic,0.8905993523092923,High
6653-CBBOM,Month-to-month,1,70.3,Fiber optic,0.8904441132179944,High
0328-GRPMV,Month-to-month,1,70.1,Fiber optic,0.8904009135308869,High
4702-IOQDC,Month-to-month,1,70.1,Fiber optic,0.8904009135308869,High
3494-JCHRQ,Month-to-month,1,70.05,Fiber optic,0.8902300701258148,High
1143-NMNQJ,Month-to-month,2,85.7,Fiber optic,0.8902063762724822,High
2446-PLQVO,Month-to-month,1,70.3,Fiber optic,0.8901928486128249,High
1031-IIDEO,Month-to-month,1,70.85,Fiber optic,0.890145765068277,High
4750-ZRXIU,Month-to-month,4,84.6,Fiber optic,0.890134519380052,High
9546-CQJSU,Month-to-month,2,91.4,Fiber optic,0.8899247491432516,High
2660-EMUBI,Month-to-month,10,95.35,Fiber optic,0.8899142517361108,High
0781-LKXBR,Month-to-month,9,100.5,Fiber optic,0.8898497166380482,High
6474-FVJLC,Month-to-month,2,86.0,Fiber optic,0.8898076118021083,High
2202-CUYXZ,Month-to-month,1,84.85,Fiber optic,0.8897795871121161,High
4844-JJWUY,Month-to-month,1,86.0,Fiber optic,0.8894906329199076,High
1640-PLFMP,Month-to-month,1,70.25,Fiber optic,0.889450880347632,High
3244-DCJWY,Month-to-month,1,70.25,Fiber optic,0.889450880347632,High
7465-ZZRVX,Month-to-month,1,70.35,Fiber optic,0.8893679299089468,High
5376-DEQCP,Month-to-month,1,70.6,Fiber optic,0.8893654665757638,High
0318-QUUOB,Month-to-month,1,80.55,Fiber optic,0.8892736033784551,High
5919-TMRGD,Month-to-month,1,79.35,Fiber optic,0.8889564972701924,High
2725-KXXWT,Month-to-month,1,90.75,Fiber optic,0.8888595913925216,High
4550-EVXNY,Month-to-month,1,69.65,Fiber optic,0.8880193770923247,High
0259-GBZSH,Month-to-month,2,85.65,Fiber optic,0.88798441560144,High
3716-BDVDB,Month-to-month,1,69.1,Fiber optic,0.8872999856992677,High
2656-TABEH,Month-to-month,4,100.2,Fiber optic,0.8871315114148867,High
7180-PISOG,Month-to-month,1,74.5,Fiber optic,0.8867083108648612,High
9725-SCPZG,Month-to-month,1,90.85,Fiber optic,0.8866731343717835,High
7409-KIUTL,Month-to-month,1,71.0,Fiber optic,0.8866696863325746,High
1624-NALOJ,Month-to-month,5,89.8,Fiber optic,0.886656347944414,High
3811-VBYBZ,Month-to-month,7,99.8,Fiber optic,0.886560320897713,High
1363-TXLSL,Month-to-month,1,70.3,Fiber optic,0.8861427198233333,High
2012-NWRPA,Month-to-month,11,99.55,Fiber optic,0.8856727891741087,High
0196-VULGZ,Month-to-month,6,84.35,Fiber optic,0.8855716700032049,High
1273-MTETI,Month-to-month,4,88.85,Fiber optic,0.8854020600498376,High
2462-XIIJB,Month-to-month,5,92.5,Fiber optic,0.8852742814117386,High
2865-TCHJW,Month-to-month,4,89.2,Fiber optic,0.8849146165735742,High
7503-ZGUZJ,Month-to-month,1,84.65,Fiber optic,0.8844255819465933,High
4273-MBHYA,Month-to-month,1,89.35,Fiber optic,0.8842532142270049,High
8593-WHYHV,Month-to-month,3,85.3,Fiber optic,0.8839225933243525,High
2968-SSGAA,Month-to-month,10,100.6,Fiber optic,0.8838445419208042,High
0697-ZMSWS,Month-to-month,4,85.65,Fiber optic,0.8836610489580956,High
7943-RQCHR,Month-to-month,9,94.75,Fiber optic,0.882866857849002,High
1628-BIZYP,Month-to-month,1,85.0,Fiber optic,0.8825536334560462,High
7330-WZLNC,Month-to-month,5,90.8,Fiber optic,0.8824997811069617,High
6496-SLWHQ,Month-to-month,3,105.0,Fiber optic,0.8824357520786589,High
0564-JJHGS,Month-to-month,9,95.5,Fiber optic,0.8823154098055214,High
2982-IHMFT,Month-to-month,1,74.45,Fiber optic,0.8823017713926917,High
8380-PEFPE,Month-to-month,1,71.65,Fiber optic,0.8822995622484494,High
2205-YMZZJ,Month-to-month,7,84.8,Fiber optic,0.8819440972007718,High
7120-RFMVS,Month-to-month,1,84.5,Fiber optic,0.8817796695287177,High
4927-WWOOZ,Month-to-month,2,91.45,Fiber optic,0.881772440622124,High
7488-MXJIV,Month-to-month,4,85.65,Fiber optic,0.8813484802835422,High
1447-GIQMR,Month-to-month,1,69.15,Fiber optic,0.8812321145807399,High
8972-HJWNV,Month-to-month,7,84.55,Fiber optic,0.8810785760793384,High
6892-EZDTG,Month-to-month,4,91.65,Fiber optic,0.8809433954798556,High
6630-UJZMY,Month-to-month,4,83.25,Fiber optic,0.8808542988183103,High
3276-HDUEG,Month-to-month,1,75.05,Fiber optic,0.8805882408538941,High
9885-CSMWE,Month-to-month,1,78.45,Fiber optic,0.8804780956224774,High
6996-KNSML,Month-to-month,1,74.9,Fiber optic,0.880294170147548,High
8780-IXSTS,Month-to-month,6,90.1,Fiber optic,0.8797751736224031,High
0679-IDSTG,Month-to-month,1,69.25,Fiber optic,0.8797155189683783,High
5196-SGOAK,Month-to-month,1,75.7,Fiber optic,0.8795160168653509,High
1455-UGQVH,Month-to-month,10,98.5,Fiber optic,0.8789722286899899,High
2018-QKYGT,Month-to-month,1,81.05,Fiber optic,0.8787284534225317,High
3489-HHPFY,Month-to-month,2,84.05,Fiber optic,0.878569302214344,High
4548-SDBKE,Month-to-month,5,85.2,Fiber optic,0.8785064097802849,High
4228-ZGYUW,Month-to-month,4,90.05,Fiber optic,0.8784834385269729,High
1977-STDKI,Month-to-month,1,73.0,Fiber optic,0.8780926688888078,High
5797-APWZC,Month-to-month,1,90.6,Fiber optic,0.8780856106224068,High
7294-TMAOP,Month-to-month,1,90.55,Fiber optic,0.8780856106224068,High
9019-QVLZD,Month-to-month,1,79.55,Fiber optic,0.8779883672702166,High
2034-GDRCN,Month-to-month,2,90.4,Fiber optic,0.8778287959222896,High
8739-XNIKG,Month-to-month,5,84.0,Fiber optic,0.8778085116604853,High
8622-ZLFKO,Month-to-month,6,90.75,Fiber optic,0.8776877966226704,High
3006-XIMLN,Month-to-month,2,94.2,Fiber optic,0.877466703343877,High
6960-HVYXR,Month-to-month,1,76.0,Fiber optic,0.8772580320809934,High
5134-IKDAY,Month-to-month,1,69.8,Fiber optic,0.8770166012217713,High
3765-JXVKY,Month-to-month,1,74.7,Fiber optic,0.8768771566412666,High
2777-PHDEI,Month-to-month,1,78.05,Fiber optic,0.8763095804184754,High
4806-HIPDW,Month-to-month,1,68.95,Fiber optic,0.8762488671325347,High
3727-RJMEO,Month-to-month,6,82.85,Fiber optic,0.8762377702819938,High
4951-UKAAQ,Month-to-month,4,88.95,Fiber optic,0.8761991758003269,High
4078-SAYYN,Month-to-month,11,100.75,Fiber optic,0.8757400998151055,High
3707-GNWHM,Month-to-month,1,74.25,Fiber optic,0.8756302154321531,High
0334-GDDSO,Month-to-month,3,81.35,Fiber optic,0.8751112330035219,High
0897-FEGMU,Month-to-month,11,99.5,Fiber optic,0.875028770840878,High
1853-UDXBW,Month-to-month,1,70.0,Fiber optic,0.8748675046021384,High
3462-BJQQA,Month-to-month,6,89.75,Fiber optic,0.8747283414831515,High
8258-GSTJK,Month-to-month,3,77.0,Fiber optic,0.8746282666497257,High
9025-AOMKI,Month-to-month,6,93.55,Fiber optic,0.8745188962309294,High
9451-LPGOO,Month-to-month,7,86.8,Fiber optic,0.8744125274772957,High
1941-HOSAM,Month-to-month,1,90.1,Fiber optic,0.8741803905913946,High
4274-OWWYO,Month-to-month,1,74.35,Fiber optic,0.8741535988865181,High
1579-KLYDT,Month-to-month,7,90.45,Fiber optic,0.8739364227020553,High
5383-MMTWC,Month-to-month,8,84.0,Fiber optic,0.8738614083776881,High
7314-OXENN,Month-to-month,2,82.0,Fiber optic,0.8738385065431008,High
1400-MMYXY,Month-to-month,3,105.9,Fiber optic,0.8738171894284104,High
0702-PGIBZ,Month-to-month,4,101.7,Fiber optic,0.8737141177697498,High
3387-VATUS,Month-to-month,5,94.85,Fiber optic,0.8737118691118118,High
7074-IEVOJ,Month-to-month,3,79.4,Fiber optic,0.8736311107322141,High
7576-OYWBN,Month-to-month,3,76.05,Fiber optic,0.8734665678877682,High
6618-RYATB,Month-to-month,1,79.55,Fiber optic,0.8733733452351299,High
7450-NWRTR,Month-to-month,12,99.45,Fiber optic,0.873204061269047,High
3422-LYEPQ,Month-to-month,1,71.0,Fiber optic,0.8728523429101243,High
5299-SJCZT,Month-to-month,3,101.55,Fiber optic,0.8727352208332332,High
2642-DTVCO,Month-to-month,9,85.05,Fiber optic,0.8726149773700015,High
5380-AFSSK,Month-to-month,5,93.9,Fiber optic,0.8725782213061901,High
8058-JMEQO,Month-to-month,9,84.45,Fiber optic,0.8724617110372407,High
0754-UKWQP,Month-to-month,2,95.85,Fiber optic,0.8721916333582027,High
1304-NECVQ,Month-to-month,2,78.55,Fiber optic,0.8717763825257365,High
0637-KVDLV,Month-to-month,2,76.5,Fiber optic,0.8712387773745975,High
6108-OQZDQ,Month-to-month,4,97.95,Fiber optic,0.8711930851730295,High
4952-YSOGZ,Month-to-month,4,85.95,Fiber optic,0.8711916254191927,High
1925-TIBLE,Month-to-month,7,86.5,Fiber optic,0.8711755203571814,High
5835-BEQEU,Month-to-month,3,76.95,Fiber optic,0.870924597421955,High
8414-MYSHR,Month-to-month,5,91.4,Fiber optic,0.8708857323912205,High
3422-GALYP,Month-to-month,2,79.45,Fiber optic,0.8707838412506544,High
5054-IEXZT,Month-to-month,1,75.35,Fiber optic,0.8705662521596839,High
8309-IEYJD,Month-to-month,1,70.6,Fiber optic,0.8704465864709808,High
1285-OKIPP,Month-to-month,1,79.9,Fiber optic,0.8704058824197278,High
5393-RXQSZ,Month-to-month,1,79.6,Fiber optic,0.8704058824197278,High
3746-EUBYR,Month-to-month,1,74.6,Fiber optic,0.8702504100648532,High
2982-VPSGI,Month-to-month,11,94.0,Fiber optic,0.8702489080693037,High
6969-MVBAI,Month-to-month,9,90.1,Fiber optic,0.8701672757293841,High
8945-GRKHX,Month-to-month,1,78.65,Fiber optic,0.8701264258370734,High
9507-EXLTT,Month-to-month,1,79.35,Fiber optic,0.870051661135801,High
4713-LZDRV,Month-to-month,2,79.6,Fiber optic,0.8700379693050727,High
9965-YOKZB,Month-to-month,9,83.85,Fiber optic,0.8700272765025312,High
0742-NXBGR,Month-to-month,1,82.3,Fiber optic,0.8699008796809752,High
0968-GSIKN,Month-to-month,1,70.8,Fiber optic,0.8697112928428858,High
4795-KTRTH,Month-to-month,5,81.0,Fiber optic,0.8692120226895882,High
5275-SQEIZ,Month-to-month,1,80.85,Fiber optic,0.8690267327209114,High
2672-HUYVI,Month-to-month,6,91.1,Fiber optic,0.8688327060908436,High
3066-RRJIO,Month-to-month,1,69.95,Fiber optic,0.8687429527725006,High
8775-ERLNB,Month-to-month,1,74.3,Fiber optic,0.8686743629310407,High
7779-LGOVN,Month-to-month,10,86.65,Fiber optic,0.8686696063658961,High
1724-BQUHA,Month-to-month,5,89.5,Fiber optic,0.8684425808593943,High
2867-UIMSS,Month-to-month,1,80.5,Fiber optic,0.868410843279869,High
3643-AHCFP,Month-to-month,7,95.6,Fiber optic,0.8683577674058369,High
7526-BEZQB,Month-to-month,12,96.05,Fiber optic,0.8680885505761308,High
6372-RFVNS,Month-to-month,1,78.8,Fiber optic,0.868013394061625,High
3389-YGYAI,Month-to-month,8,105.5,Fiber optic,0.8678486775678083,High
9985-MWVIX,Month-to-month,1,70.15,Fiber optic,0.8677139593255888,High
2619-WFQWU,Month-to-month,1,70.15,Fiber optic,0.8677139593255888,High
5032-MIYKT,Month-to-month,1,70.7,Fiber optic,0.8675963812823977,High
4143-OOBWZ,Month-to-month,5,81.3,Fiber optic,0.8675620298512304,High
3318-NMQXL,Month-to-month,3,92.0,Fiber optic,0.8674662691404611,High
1618-CFHME,Month-to-month,2,75.9,Fiber optic,0.8674547395297607,High
3871-IKPYH,Month-to-month,1,69.1,Fiber optic,0.8673423023971846,High
6350-XFYGW,Month-to-month,4,94.75,Fiber optic,0.8672078725410532,High
0137-OCGAB,Month-to-month,1,80.2,Fiber optic,0.8671728863956545,High
9611-CTWIH,Month-to-month,3,89.45,Fiber optic,0.8669327689333912,High
7153-OANIO,Month-to-month,1,69.95,Fiber optic,0.8668427608521656,High
4587-VVTOX,Month-to-month,6,105.3,Fiber optic,0.8667431355733892,High
9223-UCPVT,Month-to-month,1,94.4,Fiber optic,0.8661010100329711,High
1915-IOFGU,Month-to-month,1,70.5,Fiber optic,0.8658794933923324,High
0722-TROQR,Month-to-month,4,74.9,Fiber optic,0.8657744729462666,High
5519-NPHVG,Month-to-month,12,94.2,Fiber optic,0.8657354445417832,High
5229-PRWKT,Month-to-month,8,86.55,Fiber optic,0.8656457050864528,High
7817-BOQPW,Month-to-month,2,75.55,Fiber optic,0.8656286394772181,High
2262-SLNVK,Month-to-month,1,70.1,Fiber optic,0.8655634142275139,High
3177-LASXD,Month-to-month,1,71.35,Fiber optic,0.8655438414949618,High
5186-SAMNZ,Month-to-month,1,69.5,Fiber optic,0.8654798466890136,High
2254-DLXRI,Month-to-month,1,79.15,Fiber optic,0.8652849971236399,High
0404-SWRVG,Month-to-month,3,74.4,Fiber optic,0.8651595152432452,High
1569-TTNYJ,Month-to-month,5,78.75,Fiber optic,0.8651178975260518,High
8382-SHQEH,Month-to-month,8,84.9,Fiber optic,0.864936123703406,High
4759-TRPLW,Month-to-month,1,70.4,Fiber optic,0.8648984720905468,High
0390-DCFDQ,Month-to-month,1,70.45,Fiber optic,0.8648046439545698,High
3097-NQYSN,Month-to-month,2,86.85,Fiber optic,0.8646678534737497,High
2952-QAYZF,Month-to-month,5,85.3,Fiber optic,0.8644414701777963,High
8337-UPOAQ,Month-to-month,10,89.8,Fiber optic,0.8643790488690333,High
2454-RPBRZ,Month-to-month,12,98.1,Fiber optic,0.8642998223689993,High
1567-DSCIC,Month-to-month,8,94.0,Fiber optic,0.864056837713396,High
8821-XNHVZ,Month-to-month,1,80.05,Fiber optic,0.8639338116333387,High
6688-UZPWD,Month-to-month,11,102.0,Fiber optic,0.8639314163366574,High
1197-BVMVG,Month-to-month,4,74.45,Fiber optic,0.8638901218785744,High
3178-FESZO,Month-to-month,1,100.25,Fiber optic,0.8638168214210412,High
2990-HWIML,Month-to-month,6,89.5,Fiber optic,0.8637981790549609,High
3198-VELRD,Month-to-month,3,84.75,Fiber optic,0.8637042644765835,High
7908-QCBCA,Month-to-month,1,69.4,Fiber optic,0.8635995557570562,High
6140-QNRQQ,Month-to-month,1,71.55,Fiber optic,0.8634895026643657,High
8042-JVNFH,Month-to-month,1,71.35,Fiber optic,0.8634895026643657,High
4847-TAJYI,Month-to-month,6,89.35,Fiber optic,0.8634713550732196,High
8443-ZRDBZ,Month-to-month,4,76.05,Fiber optic,0.8634549505519129,High
1320-HTRDR,Month-to-month,3,75.5,Fiber optic,0.8630952250654991,High
4090-KPJIP,Month-to-month,3,74.95,Fiber optic,0.862987745283011,High
6416-TVAIH,Month-to-month,1,68.5,Fiber optic,0.8628211995855821,High
9399-APLBT,Month-to-month,1,74.7,Fiber optic,0.8627325446601462,High
6857-VWJDT,Month-to-month,1,95.65,Fiber optic,0.8627082505690826,High
8086-OVPWV,Month-to-month,2,80.2,Fiber optic,0.8625688247720791,High
8931-GJJIQ,Month-to-month,9,83.3,Fiber optic,0.8625616444547463,High
1393-IMKZG,Month-to-month,1,95.85,Fiber optic,0.8624824704095558,High
5956-VKDTT,Month-to-month,5,74.35,Fiber optic,0.8624725276175738,High
5564-NEMQO,Month-to-month,1,75.3,Fiber optic,0.8624490178294091,High
8083-YTZES,Month-to-month,4,74.35,Fiber optic,0.8619515183724454,High
9334-GWGOW,Month-to-month,7,74.85,Fiber optic,0.8619352969829966,High
1981-INRFU,Month-to-month,2,79.75,Fiber optic,0.8619083763853913,High
9306-CPCBC,Month-to-month,3,74.25,Fiber optic,0.8618831923458832,High
6979-ZNSFF,Month-to-month,8,87.05,Fiber optic,0.8618424999600173,High
3049-NDXFL,Month-to-month,1,85.8,Fiber optic,0.8617039835243763,High
9878-TNQGW,Month-to-month,2,80.95,Fiber optic,0.8616171031758203,High
4581-SSPWD,Month-to-month,3,75.8,Fiber optic,0.861344896372042,High
7228-OMTPN,Month-to-month,4,88.45,Fiber optic,0.8613270595242877,High
4234-XTNEA,Month-to-month,2,79.95,Fiber optic,0.8612661828634015,High
0655-RBDUG,Month-to-month,7,98.05,Fiber optic,0.8609487432938325,High
2077-MPJQO,Month-to-month,7,75.4,Fiber optic,0.8607679142367162,High
7341-LXCAF,Month-to-month,4,74.65,Fiber optic,0.8606998665555966,High
9617-INGJY,Month-to-month,1,70.6,Fiber optic,0.8606280619261342,High
3398-FSHON,Month-to-month,12,91.3,Fiber optic,0.860611701484115,High
4529-CKBCL,Month-to-month,2,80.2,Fiber optic,0.8605592036884585,High
9689-PTNPG,Month-to-month,2,80.25,Fiber optic,0.8602608667439546,High
7760-OYPDY,Month-to-month,2,80.65,Fiber optic,0.8600817991487522,High
9944-HKVVB,Month-to-month,3,95.1,Fiber optic,0.8600682743207496,High
2024-BASKD,Month-to-month,1,74.6,Fiber optic,0.859992186832781,High
2856-HYAPG,Month-to-month,1,68.65,Fiber optic,0.8599883802275566,High
4749-OJKQU,Month-to-month,4,75.65,Fiber optic,0.8599829712603088,High
7548-SEPYI,Month-to-month,5,96.25,Fiber optic,0.8598904584741276,High
0195-IESCP,Month-to-month,10,85.25,Fiber optic,0.8596333254283811,High
4115-NZRKS,Month-to-month,7,89.15,Fiber optic,0.8595243769903599,High
9134-CEQMF,Month-to-month,7,89.5,Fiber optic,0.8594029267116271,High
4140-MUHUG,Month-to-month,3,86.85,Fiber optic,0.8593674948670611,High
3519-ZKXGG,Month-to-month,3,75.85,Fiber optic,0.8590749565222852,High
6910-HADCM,Month-to-month,1,76.35,Fiber optic,0.8583485238702169,High
1450-GALXR,Month-to-month,10,98.5,Fiber optic,0.8582107691972641,High
8357-EQXFO,Month-to-month,7,95.35,Fiber optic,0.8580492904031106,High
3319-DWOEP,Month-to-month,6,95.75,Fiber optic,0.8580392572743091,High
4229-CZMLL,Month-to-month,6,74.9,Fiber optic,0.8579780462820563,High
8185-UPYBR,Month-to-month,6,75.5,Fiber optic,0.8579373172226564,High
